# f[Hz], H(x1/x0), H(xpl/x0)
1.082458496093750000e+01 1.539176327116399462e-03 3.010365018488015304e-16
1.082763671875000000e+01 1.538307502151640841e-03 3.000469594671142226e-16
1.083068847656250000e+01 1.537439412979474222e-03 2.990609651145618279e-16
1.083374023437500000e+01 1.536572058768905262e-03 2.980785050205171647e-16
1.083679199218750000e+01 1.535705438690113372e-03 2.970995654718446917e-16
1.083984375000000000e+01 1.534839551914449988e-03 2.961241328126395920e-16
1.084289550781250000e+01 1.533974397614432930e-03 2.951521934439749439e-16
1.084594726562500000e+01 1.533109974963751390e-03 2.941837338236466223e-16
1.084899902343750000e+01 1.532246283137255524e-03 2.932187404659197297e-16
1.085205078125000000e+01 1.531383321310963172e-03 2.922571999412806468e-16
1.085510253906250000e+01 1.530521088662051407e-03 2.912990988761781882e-16
1.085815429687500000e+01 1.529659584368856092e-03 2.903444239527809287e-16
1.086120605468750000e+01 1.528798807610873191e-03 2.893931619087274793e-16
1.086425781250000000e+01 1.527938757568751173e-03 2.884452995368760244e-16
1.086730957031250000e+01 1.527079433424294915e-03 2.875008236850634722e-16
1.087036132812500000e+01 1.526220834360458986e-03 2.865597212558564709e-16
1.087341308593750000e+01 1.525362959561350025e-03 2.856219792063082912e-16
1.087646484375000000e+01 1.524505808212218939e-03 2.846875845477191116e-16
1.087951660156250000e+01 1.523649379499464806e-03 2.837565243453902387e-16
1.088256835937500000e+01 1.522793672610631187e-03 2.828287857183885828e-16
1.088562011718750000e+01 1.521938686734402657e-03 2.819043558393041822e-16
1.088867187500000000e+01 1.521084421060603506e-03 2.809832219340129527e-16
1.089172363281250000e+01 1.520230874780196216e-03 2.800653712814405231e-16
1.089477539062500000e+01 1.519378047085279300e-03 2.791507912133253788e-16
1.089782714843750000e+01 1.518525937169089898e-03 2.782394691139875294e-16
1.090087890625000000e+01 1.517674544225988600e-03 2.773313924200896306e-16
1.090393066406250000e+01 1.516823867451474192e-03 2.764265486204087086e-16
1.090698242187500000e+01 1.515973906042172815e-03 2.755249252556043331e-16
1.091003417968750000e+01 1.515124659195832973e-03 2.746265099179859525e-16
1.091308593750000000e+01 1.514276126111333562e-03 2.737312902512872308e-16
1.091613769531250000e+01 1.513428305988672373e-03 2.728392539504361437e-16
1.091918945312500000e+01 1.512581198028970864e-03 2.719503887613273429e-16
1.092224121093750000e+01 1.511734801434466572e-03 2.710646824805975773e-16
1.092529296875000000e+01 1.510889115408517881e-03 2.701821229554003747e-16
1.092834472656250000e+01 1.510044139155595133e-03 2.693026980831829914e-16
1.093139648437500000e+01 1.509199871881284965e-03 2.684263958114628190e-16
1.093444824218750000e+01 1.508356312792284021e-03 2.675532041376057644e-16
1.093750000000000000e+01 1.507513461096398949e-03 2.666831111086061082e-16
1.094055175781250000e+01 1.506671316002544453e-03 2.658161048208654258e-16
1.094360351562500000e+01 1.505829876720741990e-03 2.649521734199786590e-16
1.094665527343750000e+01 1.504989142462114567e-03 2.640913051005101283e-16
1.094970703125000000e+01 1.504149112438891728e-03 2.632334881057821186e-16
1.095275878906250000e+01 1.503309785864399579e-03 2.623787107276559202e-16
1.095581054687500000e+01 1.502471161953064689e-03 2.615269613063209083e-16
1.095886230468750000e+01 1.501633239920410192e-03 2.606782282300779994e-16
1.096191406250000000e+01 1.500796018983054916e-03 2.598324999351293223e-16
1.096496582031250000e+01 1.499959498358709262e-03 2.589897649053649294e-16
1.096801757812500000e+01 1.499123677266175642e-03 2.581500116721542907e-16
1.097106933593750000e+01 1.498288554925344572e-03 2.573132288141346821e-16
1.097412109375000000e+01 1.497454130557199009e-03 2.564794049570062298e-16
1.097717285156250000e+01 1.496620403383800693e-03 2.556485287733201990e-16
1.098022460937500000e+01 1.495787372628301420e-03 2.548205889822749261e-16
1.098327636718750000e+01 1.494955037514931768e-03 2.539955743495101230e-16
1.098632812500000000e+01 1.494123397269002396e-03 2.531734736869013785e-16
1.098937988281250000e+01 1.493292451116906431e-03 2.523542758523584079e-16
1.099243164062500000e+01 1.492462198286109275e-03 2.515379697496196032e-16
1.099548339843750000e+01 1.491632638005152729e-03 2.507245443280530927e-16
1.099853515625000000e+01 1.490803769503652818e-03 2.499139885824541518e-16
1.100158691406250000e+01 1.489975592012295676e-03 2.491062915528456206e-16
1.100463867187500000e+01 1.489148104762839280e-03 2.483014423242808866e-16
1.100769042968750000e+01 1.488321306988106075e-03 2.474994300266431682e-16
1.101074218750000000e+01 1.487495197921987313e-03 2.467002438344493356e-16
1.101379394531250000e+01 1.486669776799435898e-03 2.459038729666555546e-16
1.101684570312500000e+01 1.485845042856469419e-03 2.451103066864587895e-16
1.101989746093750000e+01 1.485020995330165816e-03 2.443195343011078715e-16
1.102294921875000000e+01 1.484197633458662078e-03 2.435315451617033737e-16
1.102600097656250000e+01 1.483374956481150336e-03 2.427463286630103561e-16
1.102905273437500000e+01 1.482552963637880474e-03 2.419638742432641572e-16
1.103210449218750000e+01 1.481731654170154915e-03 2.411841713839803282e-16
1.103515625000000000e+01 1.480911027320329712e-03 2.404072096097672292e-16
1.103820800781250000e+01 1.480091082331807173e-03 2.396329784881324130e-16
1.104125976562500000e+01 1.479271818449043232e-03 2.388614676292983277e-16
1.104431152343750000e+01 1.478453234917535527e-03 2.380926666860141731e-16
1.104736328125000000e+01 1.477635330983828165e-03 2.373265653533684479e-16
1.105041503906250000e+01 1.476818105895511728e-03 2.365631533686068705e-16
1.105346679687500000e+01 1.476001558901214811e-03 2.358024205109439401e-16
1.105651855468750000e+01 1.475185689250606193e-03 2.350443566013808081e-16
1.105957031250000000e+01 1.474370496194391368e-03 2.342889515025236432e-16
1.106262207031250000e+01 1.473555978984316230e-03 2.335361951183991365e-16
1.106567382812500000e+01 1.472742136873156664e-03 2.327860773942773528e-16
1.106872558593750000e+01 1.471928969114725486e-03 2.320385883164873344e-16
1.107177734375000000e+01 1.471116474963862688e-03 2.312937179122391637e-16
1.107482910156250000e+01 1.470304653676439552e-03 2.305514562494466173e-16
1.107788085937500000e+01 1.469493504509356485e-03 2.298117934365470595e-16
1.108093261718750000e+01 1.468683026720537382e-03 2.290747196223279911e-16
1.108398437500000000e+01 1.467873219568931577e-03 2.283402249957465485e-16
1.108703613281250000e+01 1.467064082314512756e-03 2.276082997857579754e-16
1.109008789062500000e+01 1.466255614218270505e-03 2.268789342611382282e-16
1.109313964843750000e+01 1.465447814542218327e-03 2.261521187303127927e-16
1.109619140625000000e+01 1.464640682549386060e-03 2.254278435411828884e-16
1.109924316406250000e+01 1.463834217503819654e-03 2.247060990809525602e-16
1.110229492187500000e+01 1.463028418670576838e-03 2.239868757759581362e-16
1.110534667968750000e+01 1.462223285315729501e-03 2.232701640914981298e-16
1.110839843750000000e+01 1.461418816706363047e-03 2.225559545316632893e-16
1.111145019531250000e+01 1.460615012110567284e-03 2.218442376391673876e-16
1.111450195312500000e+01 1.459811870797442061e-03 2.211350039951792437e-16
1.111755371093750000e+01 1.459009392037093804e-03 2.204282442191557802e-16
1.112060546875000000e+01 1.458207575100629871e-03 2.197239489686743410e-16
1.112365722656250000e+01 1.457406419260163545e-03 2.190221089392698904e-16
1.112670898437500000e+01 1.456605923788806874e-03 2.183227148642658759e-16
1.112976074218750000e+01 1.455806087960673928e-03 2.176257575146126355e-16
1.113281250000000000e+01 1.455006911050870386e-03 2.169312276987234373e-16
1.113586425781250000e+01 1.454208392335503515e-03 2.162391162623109887e-16
1.113891601562500000e+01 1.453410531091673709e-03 2.155494140882278642e-16
1.114196777343750000e+01 1.452613326597472975e-03 2.148621120963017570e-16
1.114501953125000000e+01 1.451816778131983197e-03 2.141772012431767451e-16
1.114807128906250000e+01 1.451020884975278086e-03 2.134946725221546812e-16
1.115112304687500000e+01 1.450225646408416892e-03 2.128145169630341171e-16
1.115417480468750000e+01 1.449431061713447010e-03 2.121367256319540353e-16
1.115722656250000000e+01 1.448637130173398551e-03 2.114612896312343018e-16
1.116027832031250000e+01 1.447843851072286303e-03 2.107882000992202605e-16
1.116333007812500000e+01 1.447051223695103219e-03 2.101174482101262430e-16
1.116638183593750000e+01 1.446259247327823889e-03 2.094490251738794975e-16
1.116943359375000000e+01 1.445467921257403022e-03 2.087829222359678151e-16
1.117248535156250000e+01 1.444677244771767639e-03 2.081191306772829904e-16
1.117553710937500000e+01 1.443887217159821844e-03 2.074576418139685220e-16
1.117858886718750000e+01 1.443097837711442922e-03 2.067984469972677076e-16
1.118164062500000000e+01 1.442309105717478300e-03 2.061415376133704816e-16
1.118469238281250000e+01 1.441521020469747286e-03 2.054869050832646653e-16
1.118774414062500000e+01 1.440733581261036296e-03 2.048345408625832241e-16
1.119079589843750000e+01 1.439946787385099070e-03 2.041844364414547536e-16
1.119384765625000000e+01 1.439160638136654504e-03 2.035365833443564555e-16
1.119689941406250000e+01 1.438375132811384269e-03 2.028909731299627503e-16
1.119995117187500000e+01 1.437590270705935624e-03 2.022475973910014336e-16
1.120300292968750000e+01 1.436806051117910576e-03 2.016064477541025105e-16
1.120605468750000000e+01 1.436022473345875423e-03 2.009675158796545981e-16
1.120910644531250000e+01 1.435239536689349258e-03 2.003307934616589868e-16
1.121215820312500000e+01 1.434457240448810478e-03 1.996962722275835771e-16
1.121520996093750000e+01 1.433675583925690710e-03 1.990639439382201207e-16
1.121826171875000000e+01 1.432894566422373292e-03 1.984338003875394647e-16
1.122131347656250000e+01 1.432114187242193278e-03 1.978058334025481020e-16
1.122436523437500000e+01 1.431334445689435696e-03 1.971800348431473348e-16
1.122741699218750000e+01 1.430555341069332520e-03 1.965563966019902201e-16
1.123046875000000000e+01 1.429776872688062013e-03 1.959349106043425078e-16
1.123352050781250000e+01 1.428999039852749814e-03 1.953155688079399557e-16
1.123657226562500000e+01 1.428221841871462000e-03 1.946983632028491203e-16
1.123962402343750000e+01 1.427445278053207471e-03 1.940832858113297251e-16
1.124267578125000000e+01 1.426669347707935562e-03 1.934703286876944405e-16
1.124572753906250000e+01 1.425894050146535611e-03 1.928594839181730275e-16
1.124877929687500000e+01 1.425119384680830457e-03 1.922507436207725607e-16
1.125183105468750000e+01 1.424345350623582506e-03 1.916440999451429286e-16
1.125488281250000000e+01 1.423571947288485278e-03 1.910395450724404335e-16
1.125793457031250000e+01 1.422799173990167742e-03 1.904370712151916890e-16
1.126098632812500000e+01 1.422027030044187811e-03 1.898366706171603272e-16
1.126403808593750000e+01 1.421255514767034295e-03 1.892383355532118564e-16
1.126708984375000000e+01 1.420484627476122346e-03 1.886420583291797280e-16
1.127014160156250000e+01 1.419714367489794760e-03 1.880478312817345083e-16
1.127319335937500000e+01 1.418944734127320240e-03 1.874556467782488358e-16
1.127624511718750000e+01 1.418175726708889930e-03 1.868654972166688366e-16
1.127929687500000000e+01 1.417407344555616329e-03 1.862773750253805849e-16
1.128234863281250000e+01 1.416639586989534589e-03 1.856912726630810509e-16
1.128540039062500000e+01 1.415872453333596234e-03 1.851071826186475189e-16
1.128845214843750000e+01 1.415105942911672838e-03 1.845250974110079435e-16
1.129150390625000000e+01 1.414340055048550612e-03 1.839450095890154466e-16
1.129455566406250000e+01 1.413574789069929963e-03 1.833669117313147532e-16
1.129760742187500000e+01 1.412810144302425498e-03 1.827907964462197211e-16
1.130065917968750000e+01 1.412046120073562555e-03 1.822166563715832770e-16
1.130371093750000000e+01 1.411282715711775900e-03 1.816444841746725798e-16
1.130676269531250000e+01 1.410519930546412330e-03 1.810742725520437638e-16
1.130981445312500000e+01 1.409757763907721782e-03 1.805060142294147598e-16
1.131286621093750000e+01 1.408996215126861237e-03 1.799397019615418630e-16
1.131591796875000000e+01 1.408235283535892116e-03 1.793753285320963747e-16
1.131896972656250000e+01 1.407474968467778333e-03 1.788128867535393462e-16
1.132202148437500000e+01 1.406715269256386290e-03 1.782523694670011050e-16
1.132507324218750000e+01 1.405956185236479890e-03 1.776937695421565156e-16
1.132812500000000000e+01 1.405197715743723144e-03 1.771370798771036438e-16
1.133117675781250000e+01 1.404439860114676478e-03 1.765822933982440953e-16
1.133422851562500000e+01 1.403682617686795005e-03 1.760294030601604720e-16
1.133728027343750000e+01 1.402925987798430687e-03 1.754784018454974014e-16
1.134033203125000000e+01 1.402169969788823016e-03 1.749292827648413831e-16
1.134338378906250000e+01 1.401414562998107250e-03 1.743820388566013757e-16
1.134643554687500000e+01 1.400659766767305744e-03 1.738366631868911571e-16
1.134948730468750000e+01 1.399905580438329028e-03 1.732931488494104041e-16
1.135253906250000000e+01 1.399152003353977113e-03 1.727514889653290257e-16
1.135559082031250000e+01 1.398399034857932119e-03 1.722116766831671575e-16
1.135864257812500000e+01 1.397646674294761955e-03 1.716737051786819850e-16
1.136169433593750000e+01 1.396894921009915773e-03 1.711375676547493650e-16
1.136474609375000000e+01 1.396143774349724179e-03 1.706032573412500076e-16
1.136779785156250000e+01 1.395393233661399454e-03 1.700707674949552892e-16
1.137084960937500000e+01 1.394643298293028180e-03 1.695400913994101057e-16
1.137390136718750000e+01 1.393893967593576658e-03 1.690112223648216935e-16
1.137695312500000000e+01 1.393145240912886359e-03 1.684841537279463037e-16
1.138000488281250000e+01 1.392397117601671102e-03 1.679588788519739799e-16
1.138305664062500000e+01 1.391649597011518575e-03 1.674353911264202866e-16
1.138610839843750000e+01 1.390902678494887728e-03 1.669136839670105931e-16
1.138916015625000000e+01 1.390156361405106610e-03 1.663937508155711864e-16
1.139221191406250000e+01 1.389410645096371280e-03 1.658755851399179924e-16
1.139526367187500000e+01 1.388665528923746246e-03 1.653591804337460856e-16
1.139831542968750000e+01 1.387921012243160338e-03 1.648445302165208519e-16
1.140136718750000000e+01 1.387177094411405631e-03 1.643316280333675716e-16
1.140441894531250000e+01 1.386433774786140260e-03 1.638204674549632231e-16
1.140747070312500000e+01 1.385691052725880178e-03 1.633110420774284579e-16
1.141052246093750000e+01 1.384948927590001766e-03 1.628033455222188609e-16
1.141357421875000000e+01 1.384207398738743992e-03 1.622973714360204760e-16
1.141662597656250000e+01 1.383466465533198225e-03 1.617931134906385518e-16
1.141967773437500000e+01 1.382726127335312787e-03 1.612905653828952608e-16
1.142272949218750000e+01 1.381986383507892088e-03 1.607897208345214038e-16
1.142578125000000000e+01 1.381247233414593153e-03 1.602905735920521817e-16
1.142883300781250000e+01 1.380508676419923237e-03 1.597931174267229175e-16
1.143188476562500000e+01 1.379770711889241131e-03 1.592973461343626101e-16
1.143493652343750000e+01 1.379033339188755636e-03 1.588032535352918253e-16
1.143798828125000000e+01 1.378296557685519935e-03 1.583108334742179998e-16
1.144104003906250000e+01 1.377560366747437653e-03 1.578200798201346147e-16
1.144409179687500000e+01 1.376824765743254846e-03 1.573309864662150936e-16
1.144714355468750000e+01 1.376089754042560641e-03 1.568435473297139486e-16
1.145019531250000000e+01 1.375355331015788328e-03 1.563577563518641545e-16
1.145324707031250000e+01 1.374621496034209283e-03 1.558736074977745473e-16
1.145629882812500000e+01 1.373888248469937092e-03 1.553910947563318332e-16
1.145935058593750000e+01 1.373155587695922995e-03 1.549102121400981351e-16
1.146240234375000000e+01 1.372423513085953718e-03 1.544309536852114235e-16
1.146545410156250000e+01 1.371692024014652556e-03 1.539533134512879938e-16
1.146850585937500000e+01 1.370961119857475041e-03 1.534772855213207032e-16
1.147155761718750000e+01 1.370230799990713923e-03 1.530028640015835430e-16
1.147460937500000000e+01 1.369501063791488766e-03 1.525300430215311574e-16
1.147766113281250000e+01 1.368771910637751150e-03 1.520588167337021098e-16
1.148071289062500000e+01 1.368043339908281853e-03 1.515891793136226170e-16
1.148376464843750000e+01 1.367315350982688683e-03 1.511211249597082369e-16
1.148681640625000000e+01 1.366587943241404958e-03 1.506546478931692799e-16
1.148986816406250000e+01 1.365861116065689943e-03 1.501897423579133103e-16
1.149291992187500000e+01 1.365134868837626679e-03 1.497264026204510003e-16
1.149597167968750000e+01 1.364409200940118081e-03 1.492646229698006538e-16
1.149902343750000000e+01 1.363684111756890190e-03 1.488043977173931978e-16
1.150207519531250000e+01 1.362959600672489571e-03 1.483457211969795156e-16
1.150512695312500000e+01 1.362235667072277459e-03 1.478885877645348222e-16
1.150817871093750000e+01 1.361512310342434095e-03 1.474329917981664666e-16
1.151123046875000000e+01 1.360789529869956341e-03 1.469789276980210180e-16
1.151428222656250000e+01 1.360067325042653560e-03 1.465263898861915754e-16
1.151733398437500000e+01 1.359345695249150870e-03 1.460753728066258647e-16
1.152038574218750000e+01 1.358624639878881117e-03 1.456258709250344848e-16
1.152343750000000000e+01 1.357904158322091820e-03 1.451778787287996459e-16
1.152648925781250000e+01 1.357184249969836274e-03 1.447313907268845986e-16
1.152954101562500000e+01 1.356464914213977241e-03 1.442864014497419782e-16
1.153259277343750000e+01 1.355746150447184996e-03 1.438429054492268816e-16
1.153564453125000000e+01 1.355027958062933425e-03 1.434008972985033142e-16
1.153869628906250000e+01 1.354310336455501326e-03 1.429603715919579318e-16
1.154174804687500000e+01 1.353593285019970239e-03 1.425213229451097172e-16
1.154479980468750000e+01 1.352876803152222064e-03 1.420837459945215280e-16
1.154785156250000000e+01 1.352160890248941877e-03 1.416476353977141118e-16
1.155090332031250000e+01 1.351445545707609906e-03 1.412129858330754358e-16
1.155395507812500000e+01 1.350730768926507392e-03 1.407797919997755887e-16
1.155700683593750000e+01 1.350016559304708557e-03 1.403480486176786501e-16
1.156005859375000000e+01 1.349302916242086032e-03 1.399177504272572963e-16
1.156311035156250000e+01 1.348589839139304348e-03 1.394888921895067654e-16
1.156616210937500000e+01 1.347877327397821673e-03 1.390614686858575151e-16
1.156921386718750000e+01 1.347165380419887209e-03 1.386354747180920721e-16
1.157226562500000000e+01 1.346453997608540107e-03 1.382109051082582084e-16
1.157531738281250000e+01 1.345743178367607082e-03 1.377877546985852476e-16
1.157836914062500000e+01 1.345032922101706318e-03 1.373660183514012592e-16
1.158142089843750000e+01 1.344323228216237707e-03 1.369456909490458161e-16
1.158447265625000000e+01 1.343614096117390008e-03 1.365267673937900969e-16
1.158752441406250000e+01 1.342905525212133040e-03 1.361092426077514185e-16
1.159057617187500000e+01 1.342197514908219412e-03 1.356931115328115392e-16
1.159362792968750000e+01 1.341490064614186701e-03 1.352783691305351846e-16
1.159667968750000000e+01 1.340783173739347684e-03 1.348650103820856635e-16
1.159973144531250000e+01 1.340076841693797934e-03 1.344530302881458594e-16
1.160278320312500000e+01 1.339371067888408878e-03 1.340424238688351036e-16
1.160583496093750000e+01 1.338665851734827583e-03 1.336331861636290812e-16
1.160888671875000000e+01 1.337961192645478487e-03 1.332253122312797868e-16
1.161193847656250000e+01 1.337257090033558632e-03 1.328187971497347399e-16
1.161499023437500000e+01 1.336553543313038312e-03 1.324136360160565459e-16
1.161804199218750000e+01 1.335850551898658690e-03 1.320098239463446754e-16
1.162109375000000000e+01 1.335148115205931144e-03 1.316073560756556169e-16
1.162414550781250000e+01 1.334446232651138571e-03 1.312062275579250011e-16
1.162719726562500000e+01 1.333744903651328667e-03 1.308064335658876801e-16
1.163024902343750000e+01 1.333044127624317607e-03 1.304079692910013057e-16
1.163330078125000000e+01 1.332343903988685496e-03 1.300108299433669261e-16
1.163635253906250000e+01 1.331644232163778103e-03 1.296150107516527868e-16
1.163940429687500000e+01 1.330945111569705559e-03 1.292205069630181809e-16
1.164245605468750000e+01 1.330246541627335636e-03 1.288273138430339711e-16
1.164550781250000000e+01 1.329548521758301335e-03 1.284354266756088562e-16
1.164855957031250000e+01 1.328851051384991348e-03 1.280448407629119640e-16
1.165161132812500000e+01 1.328154129930555474e-03 1.276555514252976135e-16
1.165466308593750000e+01 1.327457756818899420e-03 1.272675540012307432e-16
1.165771484375000000e+01 1.326761931474683930e-03 1.268808438472098490e-16
1.166076660156250000e+01 1.326066653323325654e-03 1.264954163376946312e-16
1.166381835937500000e+01 1.325371921790994764e-03 1.261112668650300661e-16
1.166687011718750000e+01 1.324677736304612783e-03 1.257283908393726480e-16
1.166992187500000000e+01 1.323984096291853235e-03 1.253467836886178384e-16
1.167297363281250000e+01 1.323291001181139048e-03 1.249664408583250505e-16
1.167602539062500000e+01 1.322598450401642114e-03 1.245873578116457391e-16
1.167907714843750000e+01 1.321906443383282642e-03 1.242095300292501110e-16
1.168212890625000000e+01 1.321214979556724822e-03 1.238329530092544758e-16
1.168518066406250000e+01 1.320524058353381592e-03 1.234576222671508149e-16
1.168823242187500000e+01 1.319833679205406618e-03 1.230835333357327032e-16
1.169128417968750000e+01 1.319143841545699280e-03 1.227106817650254944e-16
1.169433593750000000e+01 1.318454544807898818e-03 1.223390631222140914e-16
1.169738769531250000e+01 1.317765788426384331e-03 1.219686729915730330e-16
1.170043945312500000e+01 1.317077571836277163e-03 1.215995069743957432e-16
1.170349121093750000e+01 1.316389894473436132e-03 1.212315606889241994e-16
1.170654296875000000e+01 1.315702755774454061e-03 1.208648297702786495e-16
1.170959472656250000e+01 1.315016155176663417e-03 1.204993098703885624e-16
1.171264648437500000e+01 1.314330092118129803e-03 1.201349966579230845e-16
1.171569824218750000e+01 1.313644566037651742e-03 1.197718858182226310e-16
1.171875000000000000e+01 1.312959576374762198e-03 1.194099730532293428e-16
1.172180175781250000e+01 1.312275122569724669e-03 1.190492540814193921e-16
1.172485351562500000e+01 1.311591204063531886e-03 1.186897246377339082e-16
1.172790527343750000e+01 1.310907820297905167e-03 1.183313804735126145e-16
1.173095703125000000e+01 1.310224970715296797e-03 1.179742173564258134e-16
1.173400878906250000e+01 1.309542654758883741e-03 1.176182310704065697e-16
1.173706054687500000e+01 1.308860871872567647e-03 1.172634174155843715e-16
1.174011230468750000e+01 1.308179621500976794e-03 1.169097722082184724e-16
1.174316406250000000e+01 1.307498903089460238e-03 1.165572912806317247e-16
1.174621582031250000e+01 1.306818716084092585e-03 1.162059704811443900e-16
1.174926757812500000e+01 1.306139059931667266e-03 1.158558056740085892e-16
1.175231933593750000e+01 1.305459934079697404e-03 1.155067927393421618e-16
1.175537109375000000e+01 1.304781337976415384e-03 1.151589275730645707e-16
1.175842285156250000e+01 1.304103271070772849e-03 1.148122060868315007e-16
1.176147460937500000e+01 1.303425732812436367e-03 1.144666242079703693e-16
1.176452636718750000e+01 1.302748722651788510e-03 1.141221778794157632e-16
1.176757812500000000e+01 1.302072240039925909e-03 1.137788630596456148e-16
1.177062988281250000e+01 1.301396284428659031e-03 1.134366757226175013e-16
1.177368164062500000e+01 1.300720855270509580e-03 1.130956118577056840e-16
1.177673339843750000e+01 1.300045952018711801e-03 1.127556674696368899e-16
1.177978515625000000e+01 1.299371574127208134e-03 1.124168385784278440e-16
1.178283691406250000e+01 1.298697721050650960e-03 1.120791212193228012e-16
1.178588867187500000e+01 1.298024392244398906e-03 1.117425114427312757e-16
1.178894042968750000e+01 1.297351587164520537e-03 1.114070053141662386e-16
1.179199218750000000e+01 1.296679305267786544e-03 1.110725989141809352e-16
1.179504394531250000e+01 1.296007546011672786e-03 1.107392883383084999e-16
1.179809570312500000e+01 1.295336308854358551e-03 1.104070696970008321e-16
1.180114746093750000e+01 1.294665593254726559e-03 1.100759391155665350e-16
1.180419921875000000e+01 1.293995398672360140e-03 1.097458927341119479e-16
1.180725097656250000e+01 1.293325724567541933e-03 1.094169267074785308e-16
1.181030273437500000e+01 1.292656570401253023e-03 1.090890372051834654e-16
1.181335449218750000e+01 1.291987935635173371e-03 1.087622204113608728e-16
1.181640625000000000e+01 1.291319819731680729e-03 1.084364725247003438e-16
1.181945800781250000e+01 1.290652222153845872e-03 1.081117897583889700e-16
1.182250976562500000e+01 1.289985142365436934e-03 1.077881683400506754e-16
1.182556152343750000e+01 1.289318579830913769e-03 1.074656045116888148e-16
1.182861328125000000e+01 1.288652534015428822e-03 1.071440945296264912e-16
1.183166503906250000e+01 1.287987004384826906e-03 1.068236346644480936e-16
1.183471679687500000e+01 1.287321990405642389e-03 1.065042212009426353e-16
1.183776855468750000e+01 1.286657491545099624e-03 1.061858504380438861e-16
1.184082031250000000e+01 1.285993507271110132e-03 1.058685186887735130e-16
1.184387207031250000e+01 1.285330037052272818e-03 1.055522222801842574e-16
1.184692382812500000e+01 1.284667080357872887e-03 1.052369575533015596e-16
1.184997558593750000e+01 1.284004636657880543e-03 1.049227208630682522e-16
1.185302734375000000e+01 1.283342705422950338e-03 1.046095085782865785e-16
1.185607910156250000e+01 1.282681286124417921e-03 1.042973170815620606e-16
1.185913085937500000e+01 1.282020378234304588e-03 1.039861427692477613e-16
1.186218261718750000e+01 1.281359981225305578e-03 1.036759820513877692e-16
1.186523437500000000e+01 1.280700094570803946e-03 1.033668313516626693e-16
1.186828613281250000e+01 1.280040717744855604e-03 1.030586871073323132e-16
1.187133789062500000e+01 1.279381850222196691e-03 1.027515457691821523e-16
1.187438964843750000e+01 1.278723491478238588e-03 1.024454038014675978e-16
1.187744140625000000e+01 1.278065640989068351e-03 1.021402576818592324e-16
1.188049316406250000e+01 1.277408298231449361e-03 1.018361039013892911e-16
1.188354492187500000e+01 1.276751462682815469e-03 1.015329389643956145e-16
1.188659667968750000e+01 1.276095133821274902e-03 1.012307593884692024e-16
1.188964843750000000e+01 1.275439311125606571e-03 1.009295617043999424e-16
1.189270019531250000e+01 1.274783994075258994e-03 1.006293424561228320e-16
1.189575195312500000e+01 1.274129182150352674e-03 1.003300982006650506e-16
1.189880371093750000e+01 1.273474874831672298e-03 1.000318255080925267e-16
1.190185546875000000e+01 1.272821071600673676e-03 9.973452096145734329e-17
1.190490722656250000e+01 1.272167771939475061e-03 9.943818115674484677e-17
1.190795898437500000e+01 1.271514975330863013e-03 9.914280270282134819e-17
1.191101074218750000e+01 1.270862681258287186e-03 9.884838222138248979e-17
1.191406250000000000e+01 1.270210889205860118e-03 9.855491634690020642e-17
1.191711425781250000e+01 1.269559598658355059e-03 9.826240172657199191e-17
1.192016601562500000e+01 1.268908809101208573e-03 9.797083502026873569e-17
1.192321777343750000e+01 1.268258520020516637e-03 9.768021290048382888e-17
1.192626953125000000e+01 1.267608730903033772e-03 9.739053205228207326e-17
1.192932128906250000e+01 1.266959441236171959e-03 9.710178917324887366e-17
1.193237304687500000e+01 1.266310650508001723e-03 9.681398097343909764e-17
1.193542480468750000e+01 1.265662358207248882e-03 9.652710417532736488e-17
1.193847656250000000e+01 1.265014563823292811e-03 9.624115551375738753e-17
1.194152832031250000e+01 1.264367266846169475e-03 9.595613173589278967e-17
1.194458007812500000e+01 1.263720466766566665e-03 9.567202960116581903e-17
1.194763183593750000e+01 1.263074163075822908e-03 9.538884588122968253e-17
1.195068359375000000e+01 1.262428355265929423e-03 9.510657735990735659e-17
1.195373535156250000e+01 1.261783042829525778e-03 9.482522083314403362e-17
1.195678710937500000e+01 1.261138225259902067e-03 9.454477310895769496e-17
1.195983886718750000e+01 1.260493902050995648e-03 9.426523100738984405e-17
1.196289062500000000e+01 1.259850072697390935e-03 9.398659136045781730e-17
1.196594238281250000e+01 1.259206736694318523e-03 9.370885101210591173e-17
1.196899414062500000e+01 1.258563893537653026e-03 9.343200681815775745e-17
1.197204589843750000e+01 1.257921542723914373e-03 9.315605564626849301e-17
1.197509765625000000e+01 1.257279683750264125e-03 9.288099437587649694e-17
1.197814941406250000e+01 1.256638316114507426e-03 9.260681989815663543e-17
1.198120117187500000e+01 1.255997439315089531e-03 9.233352911597261021e-17
1.198425292968750000e+01 1.255357052851095159e-03 9.206111894382970082e-17
1.198730468750000000e+01 1.254717156222249792e-03 9.178958630782908469e-17
1.199035644531250000e+01 1.254077748928916205e-03 9.151892814561969190e-17
1.199340820312500000e+01 1.253438830472092952e-03 9.124914140635248827e-17
1.199645996093750000e+01 1.252800400353417179e-03 9.098022305063446260e-17
1.199951171875000000e+01 1.252162458075157907e-03 9.071217005048167707e-17
1.200256347656250000e+01 1.251525003140223184e-03 9.044497938927488151e-17
1.200561523437500000e+01 1.250888035052149898e-03 9.017864806171266248e-17
